Период;ID должности;Табельный номер;Город;Должность;ФИО;Месяц;Регион;Федеральный округ;Месяцев_поиска
2023-04-01;1047;2248;Семенов;старший кассир;Селезнев Д.;2023-04;Нижегородская обл.;ПФО;4
2023-05-01;1047;2248;Семенов;старший кассир;Селезнев Д.;2023-05;Нижегородская обл.;ПФО;5
2023-01-01;1048;2249;Выборг;главный клиентский менеджер розничного бизнеса;Петров Е.;2023-01;Ленинградская обл.;СЗФО;1
2023-02-01;1048;2249;Выборг;главный клиентский менеджер розничного бизнеса;Петров Е.;2023-02;Ленинградская обл.;СЗФО;2
2023-03-01;1048;2249;Выборг;главный клиентский менеджер розничного бизнеса;Петров Е.;2023-03;Ленинградская обл.;СЗФО;3
2023-04-01;1048;2249;Выборг;главный клиентский менеджер розничного бизнеса;Петров Е.;2023-04;Ленинградская обл.;СЗФО;4
2023-05-01;1048;2249;Выборг;главный клиентский менеджер розничного бизнеса;Петров Е.;2023-05;Ленинградская обл.;СЗФО;5
2023-01-01;1049;2250;Балашов;менеджер;Петров Ю.;2023-01;Саратовская обл.;ПФО;1
2023-02-01;1049;2250;Балашов;менеджер;Петров Ю.;2023-02;Саратовская обл.;ПФО;2
2023-03-01;1049;2250;Балашов;менеджер;Петров Ю.;2023-03;Саратовская обл.;ПФО;3
2023-04-01;1049;2250;Балашов;менеджер;Петров Ю.;2023-04;Саратовская обл.;ПФО;4
2023-05-01;1049;2250;Балашов;менеджер;Петров Ю.;2023-05;Саратовская обл.;ПФО;5
2023-01-01;1050;2251;Балахна;заместитель управляющего;Иванов В.;2023-01;Нижегородская обл.;ПФО;1
2023-02-01;1050;2251;Балахна;заместитель управляющего;Иванов В.;2023-02;Нижегородская обл.;ПФО;2
2023-03-01;1050;2251;Балахна;заместитель управляющего;Иванов В.;2023-03;Нижегородская обл.;ПФО;3
2023-04-01;1050;2251;Балахна;заместитель управляющего;Иванов В.;2023-04;Нижегородская обл.;ПФО;4
2023-05-01;1050;2251;Балахна;заместитель управляющего;Иванов В.;2023-05;Нижегородская обл.;ПФО;5
2023-01-01;1051;2252;Партизанск;директор по работе с крупными клиентами;Бобров И.;2023-01;Приморский край;ДФО;1
2023-02-01;1051;2252;Партизанск;директор по работе с крупными клиентами;Бобров И.;2023-02;Приморский край;ДФО;2
2023-03-01;1051;2252;Партизанск;директор по работе с крупными клиентами;Бобров И.;2023-03;Приморский край;ДФО;3
2023-04-01;1051;2252;Партизанск;директор по работе с крупными клиентами;Бобров И.;2023-04;Приморский край;ДФО;4
2023-05-01;1051;2252;Партизанск;директор по работе с крупными клиентами;Бобров И.;2023-05;Приморский край;ДФО;5
2023-01-01;1052;2253;Ноябрьск;главный менеджер по привлечению корпоративных клиентов;Селезнев П.;2023-01;Ямало-Ненецкий АО;УФО;1
2023-02-01;1052;2253;Ноябрьск;главный менеджер по привлечению корпоративных клиентов;Селезнев П.;2023-02;Ямало-Ненецкий АО;УФО;2
2023-03-01;1052;2253;Ноябрьск;главный менеджер по привлечению корпоративных клиентов;Селезнев П.;2023-03;Ямало-Ненецкий АО;УФО;3
2023-04-01;1052;2253;Ноябрьск;главный менеджер по привлечению корпоративных клиентов;Селезнев П.;2023-04;Ямало-Ненецкий АО;УФО;4
2023-05-01;1052;2253;Ноябрьск;главный менеджер по привлечению корпоративных клиентов;Селезнев П.;2023-05;Ямало-Ненецкий АО;УФО;5
2023-01-01;1053;2254;Коломна;младший специалист;Корнеев Ж.;2023-01;Московская обл.;ЦФО;1
2023-02-01;1053;2254;Коломна;младший специалист;Корнеев Ж.;2023-02;Московская обл.;ЦФО;2
2023-03-01;1053;2254;Коломна;младший специалист;Корнеев Ж.;2023-03;Московская обл.;ЦФО;3
2023-04-01;1053;2254;Коломна;младший специалист;Корнеев Ж.;2023-04;Московская обл.;ЦФО;4
2023-05-01;1053;2254;Коломна;младший специалист;Корнеев Ж.;2023-05;Московская обл.;ЦФО;5
2023-01-01;1054;2255;Долгопрудный;главный менеджер;Селезнев А.;2023-01;Московская обл.;ЦФО;1
2023-02-01;1054;2255;Долгопрудный;главный менеджер;Селезнев А.;2023-02;Московская обл.;ЦФО;2
2023-03-01;1054;2255;Долгопрудный;главный менеджер;Селезнев А.;2023-03;Московская обл.;ЦФО;3
2023-04-01;1054;2255;Долгопрудный;главный менеджер;Селезнев А.;2023-04;Московская обл.;ЦФО;4
2023-05-01;1054;2255;Долгопрудный;главный менеджер;Селезнев А.;2023-05;Московская обл.;ЦФО;5
2023-01-01;1055;2256;Карасук;эксперт по работе с партнерами;Корнеев А.;2023-01;Новосибирская обл.;СФО;1
2023-02-01;1055;2256;Карасук;эксперт по работе с партнерами;Корнеев А.;2023-02;Новосибирская обл.;СФО;2
2023-03-01;1055;2256;Карасук;эксперт по работе с партнерами;Корнеев А.;2023-03;Новосибирская обл.;СФО;3
2023-04-01;1055;2256;Карасук;эксперт по работе с партнерами;Корнеев А.;2023-04;Новосибирская обл.;СФО;4
2023-05-01;1055;2256;Карасук;эксперт по работе с партнерами;Корнеев А.;2023-05;Новосибирская обл.;СФО;5
2023-01-01;1056;2257;Находка;младший специалист;Корнеев Т.;2023-01;Приморский край;ДФО;1
2023-02-01;1056;2257;Находка;младший специалист;Корнеев Т.;2023-02;Приморский край;ДФО;2
2023-03-01;1056;2257;Находка;младший специалист;Корнеев Т.;2023-03;Приморский край;ДФО;3
2023-04-01;1056;2257;Находка;младший специалист;Корнеев Т.;2023-04;Приморский край;ДФО;4
2023-05-01;1056;2257;Находка;младший специалист;Корнеев Т.;2023-05;Приморский край;ДФО;5
2023-01-01;1057;2258;Бузулук;главный менеджер счета;Селезнев Б.;2023-01;Оренбургская обл.;ПФО;1
2023-02-01;1057;2258;Бузулук;главный менеджер счета;Селезнев Б.;2023-02;Оренбургская обл.;ПФО;2
2023-03-01;1057;2258;Бузулук;главный менеджер счета;Селезнев Б.;2023-03;Оренбургская обл.;ПФО;3
2023-04-01;1057;2258;Бузулук;главный менеджер счета;Селезнев Б.;2023-04;Оренбургская обл.;ПФО;4
2023-05-01;1057;2258;Бузулук;главный менеджер счета;Селезнев Б.;2023-05;Оренбургская обл.;ПФО;5
