Период;ID должности;Табельный номер;Город;Должность;ФИО
44927;1427;2628;Грязи;директор по работе с крупными клиентами;Сергеев К.
44927;1428;2629;Ялуторовск;главный менеджер эквайринга;Иванов С.
44927;1429;2630;Якутск;заместитель управляющего;Селезнев И.
44927;1430;2631;Клинцы;клиентский менеджер;Бобров Н.
44927;1431;2632;Владикавказ;директор;Сергеев М.
44927;1432;2633;Курск;директор по работе с состоятельными клиентами;Петров Р.
44927;1433;2634;Воскресенск;заместитель управляющего;Сергеев А.
44927;1434;2635;Новый Уренгой;управляющий директор;Бобров Ж.
44927;1435;2636;Находка;директор по работе с состоятельными клиентами;Петров Р.
44927;1436;2637;Советская Гавань;клиентский менеджер;Селезнев Т.
44927;1437;2638;Зима;ведущий специалист;Бобров Д.
44927;1438;2639;Карымское;заместитель управляющего;Петров Т.
44927;1439;2640;Тазовский;заместитель управляющего;Петров К.
44927;1440;2641;Ессентуки;заместитель управляющего;Селезнев В.
44927;1441;2642;Санкт-Петербург;главный клиентский менеджер розничного бизнеса;Иванов Я.
44927;1442;2643;Кунгур;главный менеджер счета;Петров П.
44927;1443;2644;Тосно;управляющий директор;Иванов Г.
44927;1444;2645;Полевской;эксперт;Сергеев Ж.
44927;1445;2646;Пушкин;эксперт по работе с партнерами;Иванов В.
44927;1446;2647;Лесосибирск;главный персональный менеджер;Бобров Е.
44927;1447;2648;Ленск;главный клиентский менеджер розничного бизнеса;Иванов М.
44927;1448;2649;Алакуртти;главный клиентский менеджер розничного бизнеса;Корнеев С.
44927;1449;2650;Новый Уренгой;главный менеджер;Сергеев К.
44927;1450;2651;Хабаровск;главный кредитный аналитик;Сергеев Е.
